,name,category_groups_list,country_code,primary_role,homepage_url
882660,Gloor Pumpenbau,Science and Engineering,CHE,company,https://www.gloor-pumpen.ch/
882661,GMG Supply,"Commerce and Shopping,Hardware,Information Technology",CHE,company,https://www.gmg.ch/
882662,GNC Informatik,Information Technology,CHE,company,http://www.gnc-informatik-ag.ch
882663,GNEISS INGENIEURE,"Energy,Professional Services",CHE,company,http://www.gneiss.ch
882664,GnostX,"Administrative Services,Information Technology,Other,Professional Services",CHE,company,https://gnostx.com/
882665,go Solar,"Energy,Natural Resources,Sustainability",CHE,company,https://solarenergy-shop.ch/
882666,GoEast,"Information Technology,Internet Services,Software",CHE,company,https://www.goeast.ch/
882667,Gold Interactive,"Advertising,Media and Entertainment,Sales and Marketing",CHE,company,https://www.goldinteractive.ch/
882668,GOforLIFE,"Financial Services,Software",CHE,company,https://www.goforlife.ch/
882669,Goldfish Software,"Information Technology,Software",CHE,company,https://www.goldfish-software.ch/
882670,Gordian Code,Information Technology,CHE,company,https://www.gordiancode.com/
882671,GORLITZ,"Energy,Hardware,Software",CHE,company,https://www.goerlitz.com/
882672,Gossi AG,Energy,CHE,company,https://www.goessi.ch/
882673,gotomo,"Apps,Data and Analytics,Design,Mobile,Sales and Marketing,Software",CHE,company,https://gotomo.ch/
882674,Graf Miville,"Media and Entertainment,Sales and Marketing,Software",CHE,company,https://www.grafmiville.ch/
882675,Lysoft,"Health Care,Information Technology",CHE,company,https://lysoft.ch/
882676,Gramag,"Administrative Services,Content and Publishing,Financial Services,Lending and Investments,Media and Entertainment",CHE,company,https://www.gramag.ch/
882677,Grafikfreelancer,"Advertising,Design,Sales and Marketing",CHE,company,https://www.grafikfreelancer.ch/
882678,Gramatec,"Content and Publishing,Design,Media and Entertainment,Sales and Marketing",CHE,company,http://www.gramatec.ch
882679,Grande Image,"Media and Entertainment,Video",CHE,company,https://www.grandeimage.com/
882680,Grander,"Community and Lifestyle,Natural Resources,Professional Services",CHE,company,http://www.grandervertrieb.ch
882681,Graphic Work,Design,CHE,company,http://graphic-work.ch/
882682,GRAVOSIG,"Advertising,Content and Publishing,Media and Entertainment,Sales and Marketing",CHE,company,http://www.gravosig.ch
882683,greenSys,Information Technology,CHE,company,https://greensys.ch/
882684,Griesser Kaltetechnik GmbH,"Consumer Electronics,Hardware,Manufacturing",CHE,company,https://www.griesser-kaeltetechnik.ch/default.aspx
882685,GRIFFIN IT SOLUTIONS,"Information Technology,Professional Services",CHE,company,http://www.griffin-it.ch
882686,Groovesound,"Events,Media and Entertainment",CHE,company,https://www.groovesound.ch
882687,Grossenbacher Systeme,"Consumer Electronics,Hardware,Manufacturing",CHE,company,https://www.gesys.ch/
882688,Grossopanel,"Data and Analytics,Design",CHE,company,http://www.grossopanel.ch
882689,Grubatec,"Consumer Electronics,Hardware,Manufacturing",CHE,company,https://www.grubatec.ch
882690,Grunder Ingenieure,"Real Estate,Science and Engineering",CHE,company,https://grunder.ch/
882691,Grussfabrik,"Financial Services,Lending and Investments,Professional Services",CHE,company,http://grussfabrik.com/
882692,GubserService,Science and Engineering,CHE,company,https://www.gubserservice.ch/
882693,gull zund and funke,"Advertising,Content and Publishing,Design,Media and Entertainment,Sales and Marketing",CHE,company,http://www.esfunkt.ch
882694,Gupix Software,Software,CHE,company,https://www.gupix.ch/
882695,Gummischwarz,Commerce and Shopping,CHE,company,https://www.gummischwarz.ch/
882696,Gutekunst,Other,CHE,company,https://www.gutekunst-ag.ch/
882697,Gygli Trading,Commerce and Shopping,CHE,company,https://www.gygli.ch/
882698,H and G,"Information Technology,Professional Services",CHE,company,http://www.hgdom.ch
882699,M and K,Travel and Tourism,CHE,company,https://mk-travelgroup.ch/
882700,H and K Planungs,Real Estate,CHE,company,https://www.hkplanung.ch/
882701,H Sigrist and Partner,"Manufacturing,Professional Services",CHE,company,https://www.dosiersysteme.ch/
882702,H2D electronic,"Consumer Electronics,Hardware,Manufacturing",CHE,company,http://www.h2d-electronic.ch
882703,HA CO Motion,"Manufacturing,Science and Engineering,Software",CHE,company,https://www.ha-co.ch/
882704,Habefast Group,"Design,Professional Services,Sales and Marketing",CHE,company,https://habefast.ch/
882705,M and S,"Information Technology,Manufacturing,Privacy and Security",CHE,company,https://www.m-s.ch
882706,hafelfinger beschriftet,"Advertising,Sales and Marketing",CHE,company,http://www.dasatelier.ch/
882707,HAEUSLER,Science and Engineering,CHE,company,https://www.haeusler.com/
882708,Hako Schweiz,"Manufacturing,Transportation",CHE,company,https://www.hako.ch/
882709,PETRA PETER'S EVENTS SAGL,"Events,Media and Entertainment,Professional Services",CHE,company,http://www.petrapeter.com
882710,PFL antralux SA,"Manufacturing,Transportation",CHE,company,http://www.precel.ch/english/pfl_antralux_sa-1.html
882711,Phaenomina,"Design,Sales and Marketing",CHE,company,https://phaenomina.ch/
882712,OPTIMAL SYSTEMS,"Information Technology,Manufacturing,Software",CHE,company,https://www.optimal-systems.de/
882713,phneutral,Professional Services,CHE,company,https://www.phneutral.ch/
882714,Optimize IT,"Administrative Services,Information Technology,Other,Software",CHE,company,http://www.optimizeit.ch
882715,Optive,"Information Technology,Software",CHE,company,http://www.optive.ch
882716,Optimiso Group,,CHE,company,https://optimiso-group.com/
882717,Hamilton Medical,Health Care,CHE,company,https://www.hamilton-medical.com
882718,Hammerle,"Science and Engineering,Transportation",CHE,company,https://www.hammerle.ch/
882719,Hanni Sicherheitstechnik,Privacy and Security,CHE,company,https://www.haenni-sicherheit.ch/
882720,Hans Barmettler and Co,"Energy,Real Estate",CHE,company,https://www.erdenergie.ch/
882721,Hans Wittich,"Professional Services,Sales and Marketing",CHE,company,https://wittich.ch/
882722,Hanser,"Commerce and Shopping,Consumer Electronics,Hardware",CHE,company,http://www.hanser.ch/
882723,Opto Logic Technology,"Consumer Electronics,Hardware",CHE,company,http://www.optologic.ch/
882724,Optronic,"Consumer Electronics,Hardware,Manufacturing",CHE,company,http://www.optronic.ch/
882725,Hardmeier Electronics,"Consumer Electronics,Hardware,Manufacturing",CHE,company,https://www.hardmeier-electronics.ch/
882726,hartmann ag services,Information Technology,CHE,company,http://www.hartmannagservices.ch
882727,HARZL ICT,"Information Technology,Internet Services",CHE,company,https://harzl-ict.ch/
882728,HASA,Information Technology,CHE,company,http://www.hasa.ch
882729,Hauser and Partner,"Design,Real Estate",CHE,company,http://www.hauser-partner.ch/
882730,Hauptner,"Commerce and Shopping,Health Care",CHE,company,https://www.hauptner.ch/
882731,Hausler Ingenieure,"Energy,Professional Services",CHE,company,http://www.haeusleringenieure.ch
882732,OpusX,"Information Technology,Internet Services",CHE,company,https://www.opusx.io/
882733,hawa,Manufacturing,CHE,company,https://www.haewa.de/
882734,HAWE Hydraulik,"Manufacturing,Science and Engineering",CHE,company,https://www.hawe.com/
882735,HDshop,"Commerce and Shopping,Consumer Electronics,Hardware",CHE,company,https://www.hdshop.ch/
882736,Healthecon,"Health Care,Professional Services",CHE,company,https://www.healthecon.com/
882737,Heco Handels AG,"Design,Hardware,Manufacturing,Science and Engineering",CHE,company,https://www.hecoag.ch/
882738,Hediger and Partner Haustechnik,"Energy,Information Technology",CHE,company,http://www.hhhag.ch
882739,Heeb and Enzler,Information Technology,CHE,company,http://www.heeb-elektro.ch
882740,HEEBAG,"Manufacturing,Natural Resources",CHE,company,http://www.heebag.ch
882741,Heer,Commerce and Shopping,CHE,company,http://www.heer-ag.ch/
882742,Heimetli Software,"Information Technology,Other,Software",CHE,company,http://www.heimetli.ch
882743,Heimgartner S and S,"Information Technology,Professional Services,Software",CHE,company,http://www.sus.ch
882744,Heiniger Cables SA,"Information Technology,Manufacturing,Privacy and Security",CHE,company,https://www.heiniger-ag.ch/
882745,HeimSoft Solutions,"Financial Services,Professional Services",CHE,company,http://www.heimsoft.ch
882746,Heinz Siegfried,"Manufacturing,Science and Engineering",CHE,company,http://www.siegfried-ag.ch
882747,Heitzmann AG,"Consumer Electronics,Hardware,Information Technology,Manufacturing",CHE,company,https://www.heitzmann.ch/
882748,Helbling Consulting,"Education,Information Technology,Professional Services",CHE,company,http://www.helbling-consulting.ch
882749,HEKO Gestell,"Financial Services,Hardware,Lending and Investments,Software",CHE,company,http://www.heko-gestell.ch
882750,HELVESKO,"Commerce and Shopping,Consumer Goods,Transportation",CHE,company,https://www.helvesko.ch/
882751,Helvetic Capital Consulting,"Financial Services,Professional Services",CHE,company,https://www.hcc-ag.ch
882752,Henauer Gugler,"Real Estate,Science and Engineering",CHE,company,http://www.hegu.ch
882753,Hengartner Elektronik,"Consumer Electronics,Hardware,Manufacturing",CHE,company,http://www.hengartner.ch
882754,Herag,Commerce and Shopping,CHE,company,http://www.herag.ch
882755,Henri Grandjean,"Commerce and Shopping,Transportation",CHE,company,https://www.hgr-ag.ch
882756,Herens Quality Asset Management,Financial Services,CHE,company,http://hqam.ch
882758,Herding,Manufacturing,CHE,company,http://www.herding.ch
882759,Hermap,"Commerce and Shopping,Health Care,Internet Services",CHE,company,http://www.hermap.ch
882760,Hertig,"Internet Services,Transportation",CHE,company,http://www.hertig-ag.ch/
882761,Hesaplan,"Manufacturing,Real Estate",CHE,company,http://www.hesaplan.ch
882762,Heusser,"Manufacturing,Natural Resources,Science and Engineering",CHE,company,http://www.heusser.ch
882763,Heyde,"Data and Analytics,Information Technology",CHE,company,http://www.heyde.ch
882764,Heylo,"Internet Services,Mobile,Real Estate",CHE,company,http://www.heylo.ch
882765,HFAG,"Information Technology,Other,Science and Engineering",CHE,company,https://www.hfag.ch/
882766,HHM,Real Estate,CHE,company,http://www.hhm.ch
882767,Hi Cube,"Information Technology,Professional Services",CHE,company,https://www.hi-cube.swiss/
882768,HiCo Informatik,Information Technology,CHE,company,http://www.hico.ch
882769,HID,"Other,Professional Services",CHE,company,http://www.hid.ch
882770,Hidrostal,Manufacturing,CHE,company,https://hidrostal.com/
882771,High Tech Computer,"Consumer Electronics,Hardware,Internet Services",CHE,company,http://www.htcshop.ch
882772,highsystem,"Consumer Electronics,Hardware,Internet Services,Software",CHE,company,http://www.highsystem.ch
882773,Hildebrand Media,"Internet Services,Media and Entertainment,Sales and Marketing,Video",CHE,company,https://hildebrandmedia.ch
882774,Hirt IT Consulting,"Financial Services,Information Technology,Professional Services",CHE,company,http://www.hirtitconsulting.ch
882775,hkg,"Manufacturing,Professional Services,Science and Engineering",CHE,company,http://www.hkg.ch
882776,HKS Fordertechnik,Transportation,CHE,company,http://www.hks-hyster.ch
882777,HMS,Information Technology,CHE,company,http://www.hmsnet.ch
882778,HME Technologies,Information Technology,CHE,company,http://www.hme-technologies.com
882779,Hofmann Servicetechnik,"Commerce and Shopping,Food and Beverage",CHE,company,http://www.hofmann-servicetechnik.ch
882780,Hobler Engineering,"Science and Engineering,Software",CHE,company,http://www.hoblerengineering.ch
882781,Hobas,"Manufacturing,Natural Resources,Real Estate",CHE,company,https://www.hobas.com/
882782,M SCHERRER,Real Estate,CHE,company,http://www.m-scherrerag.ch/
882783,HOGALOG,"Information Technology,Professional Services",CHE,company,http://www.hogalog.ch
882784,Hogatex Fenner,"Information Technology,Travel and Tourism",CHE,company,http://www.hogatex.ch
882785,Holenweg and Partner,Information Technology,CHE,company,http://www.hopa.ch
882786,Homelift Suter,"Information Technology,Real Estate",CHE,company,http://www.homelift.ch
882787,Hollenstein and Partner,"Advertising,Sales and Marketing",CHE,company,http://www.hpagentur.ch
882788,Honegger and Partner,"Manufacturing,Professional Services,Science and Engineering",CHE,company,http://www.honegger-partner.ch
882789,Hortuna,"Agriculture and Farming,Information Technology,Manufacturing",CHE,company,http://www.hortuna.ch
882790,Hosp and Fluckiger AG,"Information Technology,Manufacturing",CHE,company,https://www.hosp-pumpentechnik.com/
882792,HOSTEUR,"Consumer Electronics,Hardware,Internet Services",CHE,company,https://www.hosteur.com/
882793,Hot Line Systems,"Consumer Electronics,Hardware,Software",CHE,company,http://www.hotlinesystems.ch/
882794,Hotz Koch Informatik AG,"Information Technology,Internet Services,Professional Services",CHE,company,https://www.hotzkoch.ch/
882795,house IT,"Consumer Electronics,Hardware,Information Technology",CHE,company,http://www.houseit.ch
882796,Hoval,"Energy,Information Technology,Sustainability",CHE,company,http://hoval.ch
882797,Howag,Manufacturing,CHE,company,http://www.howag.ch
882798,hph technics,"Consumer Electronics,Hardware,Professional Services",CHE,company,http://www.hphtechnics.ch
882799,HPS,"Information Technology,Manufacturing,Science and Engineering",CHE,company,http://www.hpsec.ch
882800,HR Informatik,"Hardware,Information Technology,Software",CHE,company,http://www.hrinfo.ch
882801,HRS,"Administrative Services,Health Care",CHE,company,http://www.hrs-network.ch/
882802,HT Holding,"Consumer Electronics,Hardware,Information Technology",CHE,company,http://www.ht-holding.ch
882803,HUENET,"Design,Media and Entertainment",CHE,company,http://www.huenet.ch
882804,Hussy Engineering,"Information Technology,Professional Services",CHE,company,http://www.huessy.com
882805,Hug Witschi,Information Technology,CHE,company,http://www.hugwi.ch
882806,HVB,"Administrative Services,Professional Services",CHE,company,http://www.hvb.ch
882807,HUTTER FREI POWER,"Energy,Manufacturing",CHE,company,http://www.hutter-frei.com
882808,HuWa Engineering,"Consumer Electronics,Hardware,Information Technology,Software",CHE,company,http://www.huwa-engineering.ch
882809,Hybag,"Food and Beverage,Sustainability",CHE,company,http://www.hybag.ch/
882810,Hydrobat,"Information Technology,Other",CHE,company,http://www.hydrobat.ch/
882811,Hydroline,"Financial Services,Information Technology,Lending and Investments",CHE,company,http://www.hydroline-service.ch
882812,Hydrosystem,"Agriculture and Farming,Information Technology",CHE,company,http://www.hydrosystem.ch
882813,i for own business,"Data and Analytics,Software",CHE,company,http://www.ifob.ch/
882814,i world and mx tree,"Data and Analytics,Software",CHE,company,https://mx-tree.com/
882815,IAR Laser Mecanique,"Hardware,Manufacturing,Science and Engineering",CHE,company,http://www.iar.ch
882816,IBC Walzlager,"Manufacturing,Science and Engineering",CHE,company,http://www.ibc-waelzlager.eu
882817,ibw,"Information Technology,Manufacturing,Software",CHE,company,http://www.ibwag.com
882818,iCAM,Software,CHE,company,https://www.icam.ch/
882819,ICARE,"Administrative Services,Hardware,Information Technology",CHE,company,http://icare-ag.com
882820,ICE Consulting,"Design,Events,Media and Entertainment,Other",CHE,company,https://www.ice-consulting.com/
882821,ICN Systems,"Consumer Electronics,Hardware,Information Technology,Software",CHE,company,https://www.icns.ch/
882822,Icon,"Consumer Electronics,Hardware,Information Technology,Software",CHE,company,http://www.iconsa.ch
882823,icx,Information Technology,CHE,company,http://www.icx.ch
882824,id one,Sales and Marketing,CHE,company,https://id-one.ch/
882825,ID Integrated Data,Information Technology,CHE,company,http://www.idsa.ch
882826,ID Systems,"Manufacturing,Science and Engineering",CHE,company,https://idsystems.ch/
882827,IDe,Information Technology,CHE,company,https://ide.ch/
882828,Idealab,"Design,Sales and Marketing",CHE,company,https://www.idealab.ch/
882829,idh,Other,CHE,company,http://www.idh.ch/
882830,IDP Network Consulting,Information Technology,CHE,company,http://www.idp-sa.ch
882831,iFAS,"Consumer Electronics,Hardware,Internet Services,Software",CHE,company,https://www.ifas.ch/
882832,IFE Informatikpartner,Information Technology,CHE,company,https://www.ife-ip.ch/
882833,IFIT Fund Services,Other,CHE,company,https://www.ifit.net/
882835,IFY Informatik,"Design,Information Technology",CHE,company,https://www.ify.ch/
882836,IG group,Real Estate,CHE,company,https://www.ig-group.ch/
882837,ilem Group,Information Technology,CHE,company,https://www.ilemgroup.com/
882838,imadeo,Professional Services,CHE,company,http://imadeo.com
882839,imagefactory,Information Technology,CHE,company,https://www.imagefactory.ch/
882841,ImageWare,Software,CHE,company,http://www.imageware.ch/
882842,imavox,Information Technology,CHE,company,http://www.imavox.ch/
882843,imbach engineering,Other,CHE,company,http://www.imbach-engineering.ch
882844,ImCoSys,Information Technology,CHE,company,http://www.imcosys.com/
882845,Imediacom,Information Technology,CHE,company,http://www.imediacom.ch/
882846,Imfeld Unternehmensberatung,"Education,Health Care,Professional Services",CHE,company,http://www.imfeld-beratung.ch/
882847,Immark,Sustainability,CHE,company,http://www.immark.ch/
882848,IMMODATA,Software,CHE,company,https://www.immodata.ch/
882849,Immogalaxy,Internet Services,CHE,company,https://www.immogalaxy.ch/
882850,Imnoo,Software,CHE,company,https://imnoo.com/
882851,IMOS,Information Technology,CHE,company,http://www.imosgroup.com
882852,impana,"Manufacturing,Transportation",CHE,company,https://www.impana.ch/
882853,ImproWare,Information Technology,CHE,company,https://www.imp.ch/
882854,Impressius,"Content and Publishing,Media and Entertainment",CHE,company,https://impressius.ch/
882855,IMSEC,"Information Technology,Professional Services",CHE,company,https://imsec.ch/
882856,imt,"Manufacturing,Science and Engineering,Software",CHE,company,https://www.imt.ch/
882857,IMT Integral Medizintechnik,"Health Care,Transportation",CHE,company,https://www.imt-medical.com/
882858,In and Out,Professional Services,CHE,company,https://www.inout.ch/
882859,in marketing,Sales and Marketing,CHE,company,https://www.inmarketing.ch/
882860,in2comp,"Data and Analytics,Software",CHE,company,https://www.in2comp.ch/
882861,INAIR,Manufacturing,CHE,company,http://www.inair.ch/
882862,INDC,"Information Technology,Software",CHE,company,https://indc.ch/
882863,indico electronic,"Hardware,Science and Engineering,Software",CHE,company,https://www.indico.ch/
882864,Individuelle Personal Service,"Administrative Services,Professional Services",CHE,company,http://www.ips-net.ch
882865,Industra,"Information Technology,Software",CHE,company,http://www.industra.ch/
882866,Indutec Control Systems,"Manufacturing,Science and Engineering",CHE,company,https://www.indutec.ch/
882867,Ineltro,"Manufacturing,Science and Engineering",CHE,company,http://www.ineltro.ch/
882868,iNet IT,"Design,Science and Engineering,Software",CHE,company,http://www.inet.ch/
882869,Inetis sarl,"Design,Software",CHE,company,https://inetis.ch/
882870,Infel,"Advertising,Sales and Marketing",CHE,company,https://infel.ch/
882871,infinys systems,Professional Services,CHE,company,https://infinys.ch/
882872,Info d Sarl,"Information Technology,Other",CHE,company,https://www.infod.ch/
882873,Info Point Solutions,"Software,Transportation",CHE,company,http://www.info-point.ch/
882874,Infogate,Software,CHE,company,https://www.infogate.ch/
882876,InfoGrips,Software,CHE,company,https://www.infogrips.ch/
882877,Infolog,"Information Technology,Professional Services",CHE,company,http://www.infolog.ch
882878,Infopro,"Information Technology,Software",CHE,company,https://infopro.ch/
882879,Inforis,"Information Technology,Professional Services,Software",CHE,company,http://www.inforis.ch/
882880,Informaticon,"Information Technology,Software",CHE,company,https://informaticon.com/
882881,MAAG,Manufacturing,CHE,company,https://www.texmaag.ch
882882,Information Factory,"Information Technology,Professional Services,Software",CHE,company,https://www.information-factory.com/
882883,Informing,"Information Technology,Software",CHE,company,https://www.informing.ch/
882884,Infoteam,Information Technology,CHE,company,https://www.infoteam.ch/
882885,Ingenieurburo Isler,Science and Engineering,CHE,company,http://www.ing-isler.ch/
882886,ingold biwa,"Education,Software",CHE,company,https://www.ingold-biwa.ch/
882887,Ingtes,Information Technology,CHE,company,https://www.ingtes.ch/
882888,Inhalt und Form,Sales and Marketing,CHE,company,https://iundf.ch/
882889,Innosystem,Manufacturing,CHE,company,https://www.innosystem.com/
882890,innonova,"Information Technology,Software",CHE,company,https://innonova.ch/
882891,iniNet Solutions,Manufacturing,CHE,company,https://spidercontrol.net/
882892,innotool and greminger,"Manufacturing,Transportation",CHE,company,https://innotool.ch/
882893,Innotronic Ingenieurburo GmbH,"Hardware,Internet Services",CHE,company,https://www.inno.ch/
882894,InnovaTec AG,Manufacturing,CHE,company,http://www.innovatec.ch/
882895,inOri,"Hardware,Software",CHE,company,https://www.inori.ch/
882896,INOVEX,Software,CHE,company,https://inovex.ch/
882897,INPRO Projektmanagement,Information Technology,CHE,company,http://www.inpro.ch
882898,INS Insert,Information Technology,CHE,company,http://www.ins-insert.ch
882899,Inprotel,Software,CHE,company,http://www.inprotel.ch
882900,Insa Software,"Information Technology,Software",CHE,company,http://www.insa-software.com
882901,InstaPlus,"Energy,Natural Resources,Professional Services,Sustainability",CHE,company,http://instaplus.ch
882902,Insinova,"Information Technology,Privacy and Security",CHE,company,http://www.insinova.ch
882903,Insyma,"Sales and Marketing,Software",CHE,company,http://www.insyma.com
882904,Inteco EDV AG,"Consumer Electronics,Hardware,Information Technology,Software",CHE,company,https://www.inteco.ch/
882905,Intefo,"Administrative Services,Other",CHE,company,http://intefo.net/
882906,Intelligence Movement,"Design,Hardware,Manufacturing",CHE,company,http://www.intelligencemovement.ch
882907,Intelligent Systems Solutions,"Professional Services,Software",CHE,company,http://www.i2s-consulting.com
882908,Inter Networking,Information Technology,CHE,company,http://www.internetworking.ch
882909,Inter Translations,Professional Services,CHE,company,http://www.itsa.ch
882911,Interact Consulting,Professional Services,CHE,company,https://www.interact-consulting.com/
882912,Interactra,"Education,Professional Services,Software",CHE,company,http://www.interactra.com
882913,Interaktion,"Design,Software",CHE,company,http://www.interaktion.ch
882914,Intercad,"Data and Analytics,Design,Internet Services,Navigation and Mapping,Software",CHE,company,http://www.intercad.ch
882915,Interelec Electronics,"Consumer Electronics,Hardware,Other",CHE,company,http://www.interelec.ch
882916,Interfast,Science and Engineering,CHE,company,http://www.interfast.ch
882917,InterHyve SARL,"Hardware,Information Technology,Internet Services,Other,Privacy and Security,Software",CHE,company,https://www.interhyve.com/
882918,InterGGA,Hardware,CHE,company,https://www.intergga.ch/
882919,interfaSys,"Commerce and Shopping,Media and Entertainment,Professional Services",CHE,company,https://www.interfasys.ch
882920,Interlineportal,Travel and Tourism,CHE,company,http://www.interlineportal.ch
882921,Interiware,"Administrative Services,Software",CHE,company,http://www.interiware.ch
882923,Internetgalerie,"Design,Internet Services,Sales and Marketing,Software",CHE,company,http://www.internetgalerie.ch
882924,Internet Online,"Information Technology,Internet Services",CHE,company,http://www.into.ch
882925,Intersim,"Design,Internet Services,Software",CHE,company,http://www.intersim.ch
882926,Interspeed,Information Technology,CHE,company,http://www.interspeed.ch
882927,IntraMontage,"Administrative Services,Professional Services",CHE,company,https://www.intramontage.ch/
882928,INTERTEXT,Professional Services,CHE,company,https://intertext.ch/
882929,INTRO,Information Technology,CHE,company,http://www.intro.ch
882930,InvaTran,Professional Services,CHE,company,https://www.invatrans.ch/
882931,Intsoft,"Information Technology,Software",CHE,company,http://www.intsoft.ch
882932,Inventec Informatik,"Administrative Services,Other,Professional Services,Software",CHE,company,http://www.inventec.ch
882933,Iomedia,"Internet Services,Sales and Marketing,Software",CHE,company,http://www.iomedia.ch
882934,IoService,Information Technology,CHE,company,http://www.ioservice.ch
882935,inventlab,"Consumer Electronics,Hardware",CHE,company,http://www.inventlab.ch
882936,IP industrial projects,"Health Care,Manufacturing",CHE,company,https://www.ipsa-huttwil.ch/
882937,iP Service,Manufacturing,CHE,company,http://www.iwaki.ch
882938,IQ Plus,"Administrative Services,Information Technology",CHE,company,http://www.iqplus.ch
882939,iSales,"Information Technology,Software",CHE,company,http://www.isales.ch
882940,IQS,"Information Technology,Software",CHE,company,http://www.iqs.ch
882941,Isenegger Software Engineering,"Professional Services,Software",CHE,company,http://www.iswe.ch
882942,ISi Technologie,"Manufacturing,Software",CHE,company,http://www.isitech.com
882943,ispace,"Information Technology,Internet Services",CHE,company,http://www.ispace.ch
882944,Isisoft,"Professional Services,Software",CHE,company,http://www.isisoft.ch
882945,IT Di Visions,"Administrative Services,Professional Services",CHE,company,http://www.di-visions.ch
882946,IST Werbeteam,"Advertising,Sales and Marketing",CHE,company,https://www.istwerbeteam.ch/
882947,italix,"Design,Software",CHE,company,http://www.italix.ch
882948,Itheria,Information Technology,CHE,company,https://itheria.com/
882949,ITpearls,"Information Technology,Software",CHE,company,http://www.itpearls.com
882950,iTree Informatik,"Information Technology,Software",CHE,company,http://www.itree.ch
882951,itrias,Professional Services,CHE,company,http://www.itrias.com
882952,ITRIS Maintenance,Information Technology,CHE,company,http://www.itris-maintenance.ch
882953,iTS NetCom,Information Technology,CHE,company,http://www.its-netcom.ch
882954,itServe,Software,CHE,company,http://www.itserve.ch
882955,ITV Consult,"Information Technology,Professional Services",CHE,company,https://www.itv.aero/
882956,ITW Befestigungssysteme,"Manufacturing,Real Estate",CHE,company,http://www.itw-befestigungssysteme.ch
882957,IUB Engineering,Science and Engineering,CHE,company,https://www.engineering-group.ch/
882958,Iwemo,"Advertising,Sales and Marketing",CHE,company,http://www.iwemo.ch
882959,Ixlogic,Energy,CHE,company,http://www.ixlogic.ch
882960,JACiD,"Hardware,Information Technology",CHE,company,https://jacid.ch/
882961,Jaberg Industrietechnik,Manufacturing,CHE,company,http://www.jaberg-it.ch
882962,Ixtegra,"Administrative Services,Other,Real Estate,Software",CHE,company,http://www.ixtegra.ch
882963,Jagdt Engineering,"Consumer Electronics,Hardware,Software",CHE,company,http://www.jagdt.com
882964,Jansen,"Manufacturing,Real Estate",CHE,company,http://www.jansen.com
882965,Jamailah,"Food and Beverage,Sustainability",CHE,company,https://www.jamailah.com/
882966,JCP Marketing,"Hardware,Sales and Marketing,Software",CHE,company,http://www.jcp-marketing-event.ch
882969,Jean Muller,"Consumer Electronics,Hardware,Manufacturing",CHE,company,http://www.jeanmueller.de
882970,JEMAKO,"Commerce and Shopping,Consumer Goods,Health Care",CHE,company,https://www.jemako.com/
882971,Jenny Science,"Manufacturing,Science and Engineering",CHE,company,https://www.jennyscience.ch/
882972,Jenni Energietechnik,"Energy,Manufacturing,Natural Resources,Sustainability",CHE,company,http://www.jenni.ch
882973,Job and Jobs,"Administrative Services,Professional Services",CHE,company,http://www.jobandjobs.ch
882974,Jobin,"Information Technology,Software",CHE,company,http://www.jobinsa.ch
882975,Joker Personal,"Administrative Services,Professional Services",CHE,company,http://www.jokerpersonal.ch
882976,JULA Informatik,"Hardware,Information Technology,Software",CHE,company,https://www.jula-informatik.ch/
882977,Jungi and Partner,"Advertising,Sales and Marketing",CHE,company,http://www.jpartner.ch/
882978,K A Blochliger,"Commerce and Shopping,Privacy and Security",CHE,company,https://www.k-a-b.ch/de
882979,K and S Informatik,"Information Technology,Software,Transportation",CHE,company,https://ksinfo.swiss/en/home/
882980,K Isler AG,"Commerce and Shopping,Food and Beverage,Manufacturing",CHE,company,https://www.isler.ch/
882981,MAB Group,Professional Services,CHE,company,https://www.mabgroup.ch
882982,K Mosch AG,"Commerce and Shopping,Manufacturing",CHE,company,https://www.moeschag.ch/
882983,K Team,"Consumer Electronics,Hardware,Manufacturing,Science and Engineering,Software",CHE,company,http://www.k-team.com/
882984,Kablan AG,"Consumer Electronics,Hardware,Transportation",CHE,company,https://kablan.ch/
882985,Kaformatik AG,"Information Technology,Internet Services,Software",CHE,company,http://www.kaformatik.ch/
882986,Kaden and Partner,"Information Technology,Professional Services",CHE,company,https://www.kadenpartner.ch/
882987,Kaktus Computer AG,"Design,Information Technology,Software",CHE,company,https://www.kaktuscomputer.ch/
882988,Kaiser Data,"Information Technology,Software",CHE,company,https://www.kaiser.ch/
882989,Kaleidos AG,"Advertising,Design,Sales and Marketing",CHE,company,https://kaleidos.ch/
882990,Kalender and Werbe AG,Commerce and Shopping,CHE,company,https://www.kalender-werbe.ch/
882991,Kalte Stern AG,"Manufacturing,Professional Services",CHE,company,http://www.kaelte-stern.ch/
882992,Kaltering AG,"Consumer Electronics,Hardware,Manufacturing",CHE,company,https://www.kaeltering.ch/
882993,kammtec,"Hardware,Professional Services,Software",CHE,company,https://www.kammtec.ch/
882994,Karabinus AG,Manufacturing,CHE,company,https://www.karabinus.ch/
882995,Karakas and Francais,Science and Engineering,CHE,company,https://www.kfsa.ch/
882996,KARO,"Hardware,Internet Services",CHE,company,http://www.karoag.ch/privatkunden/
882997,Kasche IP Partner,Professional Services,CHE,company,https://kasche-ip-partner.ch/en/homepage/
882998,kassenschweiz,"Consumer Electronics,Hardware",CHE,company,http://www.kassenschweiz.ch
882999,KATZAROV,Professional Services,CHE,company,https://www.katzarov.com/en/
